Texte Origine,mot,phrase,ID phrase,PositionMot,Non-inclusif
TeleInterviewer Customer Service Representative.txt,mots,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,31,-1
TeleInterviewer Customer Service Representative.txt,minute,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,36,-1
TeleInterviewer Customer Service Representative.txt,Diplôme,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,43,-1
TeleInterviewer Customer Service Representative.txt,études,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,53,-1
TeleInterviewer Customer Service Representative.txt,sites,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,96,-1
TeleInterviewer Customer Service Representative.txt,avantages,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,117,-1
TeleInterviewer Customer Service Representative.txt,jours,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,141,-1
TeleInterviewer Customer Service Representative.txt,vacances,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,150,-1
TeleInterviewer Customer Service Representative.txt,année,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,163,-1
TeleInterviewer Customer Service Representative.txt,programme,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,172,-1
TeleInterviewer Customer Service Representative.txt,garanties,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,185,-1
TeleInterviewer Customer Service Representative.txt,carte,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,200,-1
TeleInterviewer Customer Service Representative.txt,jour,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,224,-1
TeleInterviewer Customer Service Representative.txt,travail,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,232,-1
TeleInterviewer Customer Service Representative.txt,besoins,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,260,-1
TeleInterviewer Customer Service Representative.txt,famille,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,287,-1
TeleInterviewer Customer Service Representative.txt,programmes,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,299,-1
TeleInterviewer Customer Service Representative.txt,retraite,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,313,-1
TeleInterviewer Customer Service Representative.txt,avenir,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,381,-1
TeleInterviewer Customer Service Representative.txt,programmes,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,402,-1
TeleInterviewer Customer Service Representative.txt,piliers,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,453,-1
TeleInterviewer Customer Service Representative.txt,santé,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,470,-1
TeleInterviewer Customer Service Representative.txt,santé,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,478,-1
TeleInterviewer Customer Service Representative.txt,programmes,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,520,-1
TeleInterviewer Customer Service Representative.txt,conditionnement,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,534,-1
TeleInterviewer Customer Service Representative.txt,équilibre,") Vitesse de frappe de 61 à 80 mots/minute Diplôme d’études collégiales Habiles avec CSW et les sites Sharepoint Les avantages pour vous: 15 jours de vacances par année Un programme de garanties à la carte dès votre premier jour de travail pour répondre à vos besoins et à ceux de votre famille Des programmes de retraite, d’actionnariat et d’épargne pour vous aider à bâtir votre avenir financier Des programmes de mieux-être qui soutiennent les trois piliers de votre santé – santé mentale, physique et financière Des programmes de conditionnement physique et de mieux-être pour vous aider à atteindre l’équilibre travail-vie personnelle et à maintenir un mode de vie sain Un environnement collaboratif et interactif axé sur le travail d’équipe Un environnement qui favorise la formation et l’amélioration continues L’accès à notre Centre mondial de formation (24 h/24, 7 j/7) pour répondre à vos besoins d’apprentissage Exigences Uniques : Les heures de travailles vont varier du lundi au vendredi entre 9:00 et 21 :00, il va y avoir une possibilité d’ouverture le samedi (en 2018) avec des rotations de shift 1 Samedi sur 5 Des heures supplémentaires peuvent être demandé L’échelle du salaire de base est pour l’emplacement principal du poste affiché",2221,606,-1
